date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
11/7/19 6:23,fairycubvm,AppleTV,1,1,6,"this is so disturbing sorry not sorry. ingat soal agama ni boleh buat main main ke, soal hijab tu tolak tepi dulu, ni ha, apa kes some non muslims try to make a film about muslim, macam tahu semua benda eeee i’m sick of this",,,,1.19233E+18,https://twitter.com/fairycubvm/status/1192326635032236033
11/7/19 6:21,ForeverSoft_,AppleTV,0,0,0,What in the actual trashery is THIS y'all did not wanna end 2019 well huh,,,,1.19233E+18,https://twitter.com/ForeverSoft_/status/1192326083535933440
11/7/19 6:20,vmnsheart,AppleTV,0,0,2,I AM SICK AND TIRED OF THIS SHIT,,,,1.19233E+18,https://twitter.com/vmnsheart/status/1192326013012721664
11/7/19 6:17,aadamnazifi,AppleTV,0,0,0,Muslims with Apple devices this is the shit your die hard mother sheep spreads,,,,1.19233E+18,https://twitter.com/aadamnazifi/status/1192325251021099008
11/7/19 6:13,azmeerrazak,AppleTV,0,0,0,Fuck this bullshit,,,,1.19232E+18,https://twitter.com/azmeerrazak/status/1192324200989507584
11/7/19 6:10,thatchinchagirl,AppleTV,0,1,1,"The white boy didn’t say anything this entire trailer, let’s keep it that way",,,,1.19232E+18,https://twitter.com/thatchinchagirl/status/1192323520342065152
11/7/19 6:09,ZainHalal,AppleTV,0,0,1,What the actual hell.....,,,,1.19232E+18,https://twitter.com/ZainHalal/status/1192323153374142464
11/7/19 6:09,chloropickle,AppleTV,0,0,5,imagine if.... muslims directed & produced these movies instead ahaha..... a crazy thought,,,,1.19232E+18,https://twitter.com/chloropickle/status/1192323044175302656
11/7/19 6:08,twcepop,AppleTV,0,0,0,Ew no,,,,1.19232E+18,https://twitter.com/twcepop/status/1192322971865505792
11/7/19 6:08,maryragheb_,AppleTV,0,0,6,Muslim girls aren't always inherently oppressed by their families & we don't need a fucking white boy to show us what we're missing please stop re-using this exhausted narrative.,,,,1.19232E+18,https://twitter.com/maryragheb_/status/1192322835454341120
11/7/19 5:59,peppermilkshake,AppleTV,0,0,4,Y’all forgot how strong Islam is? Things like this shouldn’t even phase us,,,,1.19232E+18,https://twitter.com/peppermilkshake/status/1192320752814559232
11/7/19 5:59,LipglossMAFFIA,AppleTV,0,0,1,I'm sick and tired of this narrative.,,,,1.19232E+18,https://twitter.com/LipglossMAFFIA/status/1192320614008336384
11/7/19 5:55,zainpai,AppleTV,0,0,0,زقققق this comes off as a very ugly rip off of 'A very large expanse of sea' everyone go read it,,,,1.19232E+18,https://twitter.com/zainpai/status/1192319755358748673
11/7/19 5:54,happilyzara,AppleTV,0,0,2,Idk what’s worse the fact that they’re being stereotypical as f*ck and making it seem like Muslim girls need a dumb Caucasian white trash man to “free them” or the fact that her family is Pakistani and is speaking Urdu lmfao bYE,,,,1.19232E+18,https://twitter.com/happilyzara/status/1192319349115301888
11/7/19 5:53,Zeel_BTS,AppleTV,0,0,0,You're telling me we really can't boycott is bs? I'm exhausted of this! ,,,,1.19232E+18,https://twitter.com/Zeel_BTS/status/1192319070923706369
11/7/19 5:53,dizzy_izzy_101,AppleTV,0,1,4,"I want representation, but this ain’t it.",,,,1.19232E+18,https://twitter.com/dizzy_izzy_101/status/1192319038187352064
11/7/19 5:52,_savdade,AppleTV,0,0,1,WHO WEARS HIJAB INSIDE THE HOUSE!?? SKKSKSKSKS TOTAL DUMB ASS.,,,,1.19232E+18,https://twitter.com/_savdade/status/1192318992284704768
11/7/19 5:52,bangtAnnielove,AppleTV,0,0,0,Ewwwww,,,,1.19232E+18,https://twitter.com/bangtAnnielove/status/1192318969329389568
11/7/19 5:49,fairyoddpenis,AppleTV,0,0,3,apple tv+ cancelled ,,,,1.19232E+18,https://twitter.com/fairyoddpenis/status/1192318110335819776
11/7/19 5:49,Lady__Saf,,0,1,3,https://twitter.com/AppleTV/status/1191762097740419077,,,,1.19232E+18,https://twitter.com/Lady__Saf/status/1192318079029698560
11/7/19 5:46,yeIloey,AppleTV,0,0,0,Amenda la sia???????? Can white ppl just stfuuuuuuu????? Insensitive and ingt semua muslim women sama ke ,,,,1.19232E+18,https://twitter.com/yeIloey/status/1192317442103496704
11/7/19 5:42,duveneee,AppleTV,0,0,0,I’m tired of seeing these big billionaire companies trying to make something outta nothing for $$$. Please stick to your stupid white based romance films.,,,,1.19232E+18,https://twitter.com/duveneee/status/1192316356764557312
11/7/19 5:41,naj_naj_321,AppleTV,0,0,1,Okay look who wants to make an even better movie? Like so serious rn hit me up! I’m prepared to do all the camera and filming along with production but I need help with everything else.,,,,1.19232E+18,https://twitter.com/naj_naj_321/status/1192316185364385792
11/7/19 5:40,lailaelsaeed,AppleTV,0,0,1,"What did I just see? Not cool, not cool at all apple...",,,,1.19232E+18,https://twitter.com/lailaelsaeed/status/1192315893704986624
11/7/19 5:38,qistinasopian__,AppleTV,0,0,0,How naive can this production be ,,,,1.19232E+18,https://twitter.com/qistinasopian__/status/1192315339117195264
11/7/19 5:36,bom_nal_sha,AppleTV,0,1,3,how bout a movie with a muslim girl who loves her family and her religion is a source of comfort for her you know like most of us actual muslim girls,,,,1.19231E+18,https://twitter.com/bom_nal_sha/status/1192314873885138944
11/7/19 5:35,fakyloooove,AppleTV,0,0,0,"Y'all really think we find white, boring, basic af, annoying, f*ck men cute don't you?! Hate to break it to you but we don't",,,,1.19231E+18,https://twitter.com/fakyloooove/status/1192314716716195840
11/7/19 5:35,ahlamkhaleefa,AppleTV,0,0,0,every person that had anything to do with this movie is WEIRD. i hate people that try to portray islam as something that it isn’t. especially when they make it so damn public like there aren’t already enough stereotypes as it is.,,,,1.19231E+18,https://twitter.com/ahlamkhaleefa/status/1192314491494494208
11/7/19 5:33,ruahfza,AppleTV,0,0,1,"Not everyone is oppressed yeah, but also a lot of muslim women are repressed in their homes. I haven’t watched the movie but it seems like it’s focused on a romantic relationship. But irl it’s a lot deeper than that. Islam and diff cultures complicate things.",,,,1.19231E+18,https://twitter.com/ruahfza/status/1192314208437846016
11/7/19 5:32,smolhoya,AppleTV,0,0,0,fcking disgusting,,,,1.19231E+18,https://twitter.com/smolhoya/status/1192313852249038848
11/7/19 5:32,dandanijoon,AppleTV,0,0,0,“ one of the year’s best drama “ oh honey no who lied to you,,,,1.19231E+18,https://twitter.com/dandanijoon/status/1192313847266369536
11/7/19 5:30,cottonandcalico,AppleTV,0,0,4,cant believe im gonna have to get apple tv...,,,,1.19231E+18,https://twitter.com/cottonandcalico/status/1192313433590554626
11/7/19 5:28,JeanCharlesAtan,AppleTV,0,0,0,"2019, le ptit blanc/blond sauve la fille qui porte le voile, opprimée par ses parents. Ça a tellement l’air tellement incroyablement claqué qu’on dirait du Fourest.",,,,1.19231E+18,https://twitter.com/JeanCharlesAtan/status/1192312942324264961
11/7/19 5:28,BitterCheri,AppleTV,1,0,1,What kak is this,,,,1.19231E+18,https://twitter.com/BitterCheri/status/1192312836862730240
11/7/19 5:26,vegansauce,AppleTV,0,6,13,"STOP PORTRAYING MUSLIM WOKEN LIKE THEY'RE ASHAMED OF THEIR FAITH OR IT'S SOME SORT OF INHERENT STRUGFLE TO BE IN A MUSLIM FAMILY!!!! WE ARE POWERFUL AND INFLUENCIAL, GIVE US THE CREDIT WE DESERVE!!!!",,,,1.19231E+18,https://twitter.com/vegansauce/status/1192312256907948032
11/7/19 5:25,dammitsumit,AppleTV,0,0,0,The replies to this post tell a story,,,,1.19231E+18,https://twitter.com/dammitsumit/status/1192312178335838208
11/7/19 5:22,thesarahattia,AppleTV,0,0,2,EH DA??? TUB EH DA YA GAMA3A?,,,,1.19231E+18,https://twitter.com/thesarahattia/status/1192311264615133184
11/7/19 5:20,revitaaaaaaaaa,AppleTV,0,0,1,lol bs,,,,1.19231E+18,https://twitter.com/revitaaaaaaaaa/status/1192310785495597056
11/7/19 5:19,_uniquecornz,AppleTV,0,3,4,MUSLIM WOMEN ARE NOT OPPRESSED,,,,1.19231E+18,https://twitter.com/_uniquecornz/status/1192310528179236864
11/7/19 5:18,99zgild,AppleTV,0,0,4,this is so offensive,,,,1.19231E+18,https://twitter.com/99zgild/status/1192310389100253187
11/7/19 5:18,besmahhussainy,AppleTV,0,0,2,Y’all should watch “what will people say” instead,,,,1.19231E+18,https://twitter.com/besmahhussainy/status/1192310272343625734
11/7/19 5:15,Saif_S_Bala,AppleTV,0,0,2,"Hilarious I shall say. I don't knw whthr I understood the stance of this film from the trailer on Islam and its followers (women) wrongly, but women are never in chain in islam. Our women are never hijacked from what they want as humans, our women nevr see their lives in cage...",,,,1.19231E+18,https://twitter.com/Saif_S_Bala/status/1192309633051975680
11/7/19 5:15,kuraarii,AppleTV,2,0,1,Delete this fucking bullshit,,,,1.19231E+18,https://twitter.com/kuraarii/status/1192309613368094720
11/7/19 5:14,iK5M,AppleTV,2,5,8,"Yes Apple all Muslim girls wanna run away with a white boy and hate their religion, spot on ",,,,1.19231E+18,https://twitter.com/iK5M/status/1192309247024877568
11/7/19 5:12,itsreyscanchez,AppleTV,1,1,1,@itsatulpa always knew u needed a white boy HAHHHHAHAHHAHAA,,@itsatulpa,,1.19231E+18,https://twitter.com/itsreyscanchez/status/1192308707549425664
11/7/19 5:11,taejoonmani,AppleTV,0,0,0,OH BROTHER,,,,1.19231E+18,https://twitter.com/taejoonmani/status/1192308589509140480
11/7/19 5:11,shukaalatina,,0,0,0,@jadapsmith is also participating in this Islamic women need saviour is ridiculous muslin is women don’t need to be saved by a white men stop this !!! https://twitter.com/AppleTV/status/1191762097740419077,,@jadapsmith,,1.19231E+18,https://twitter.com/shukaalatina/status/1192308506780749824
11/7/19 5:10,gguk770,AppleTV,0,0,3,WHAT THE FUCK WERE THEY THINKING WHEN MAKING THIS PLEASE TELL ME ITS A JOKE,,,,1.19231E+18,https://twitter.com/gguk770/status/1192308411662102528
11/7/19 5:09,shukaalatina,AppleTV,0,0,0,@jadapsmith also indulge in this kinda of Islamic phobia should be addressed,,@jadapsmith,,1.19231E+18,https://twitter.com/shukaalatina/status/1192308096632315907
11/7/19 5:09,ryusuneku,AppleTV,0,1,1,"Encore et toujours la musulman oppressée et mal dans sa peau, libéré par le blanc de base. C’est mtn international",,,,1.19231E+18,https://twitter.com/ryusuneku/status/1192308026650353664
11/7/19 5:08,HsMatun,AppleTV,1,0,2,Jada Smith is the executive producer. I’m disappointed.,,,,1.19231E+18,https://twitter.com/HsMatun/status/1192307812442894337
11/7/19 5:07,DigitalAbdullah,AppleTV,2,0,4,cancel this before it’s too late,,,,1.19231E+18,https://twitter.com/DigitalAbdullah/status/1192307610961285122
11/7/19 5:06,nischmansor,AppleTV,1,0,1,shes the one dlm cerita terung tu kan??? also cancel this film please stop being an ass u ignorant white ppl,,,,1.19231E+18,https://twitter.com/nischmansor/status/1192307405675216897
11/7/19 5:06,LMAOOOWHA,AppleTV,0,0,3,do y'all got anything else? just same old fucking shit? like ik there are muslims who do struggle with their faith in the western world but like...that's all you guys show- and plus a white savior movie? again? a-fuckin-gain?,,,,1.19231E+18,https://twitter.com/LMAOOOWHA/status/1192307211751419904
11/7/19 5:05,_feysalahmed,AppleTV,1,0,4,Ah shit the same story line as Elite!,,,,1.19231E+18,https://twitter.com/_feysalahmed/status/1192307149952765952
11/7/19 5:01,alyqaaaa,AppleTV,0,0,2,this sets the feminist movement like 50 years back.,,,,1.19231E+18,https://twitter.com/alyqaaaa/status/1192306104543264769
11/7/19 5:01,yccnkith,AppleTV,0,0,2,trash. garbage.burn it this is disgust incorrect rep.i don't want a white man.i don't want to escape myself or my family. there isn't even a positive outcome and it makes us look so so weak.we have control. don't twist it.fvck your version of muslima representation. tfou 3alekum,,,,1.19231E+18,https://twitter.com/yccnkith/status/1192306063778996225
11/7/19 5:01,Tarzoz,AppleTV,0,0,0,these films are dumb as fuck make them more accurate like Hala teaches chad about the concepts of chapstick and showering,,,,1.19231E+18,https://twitter.com/Tarzoz/status/1192306039800107008
11/7/19 5:00,deematurkomani,AppleTV,1,0,3,im at a loss for words,,,,1.19231E+18,https://twitter.com/deematurkomani/status/1192305882153062401
11/7/19 4:58,polaroids_ljp,AppleTV,1,7,34,thats so embarrassing yall dumb and dont even know what you're talking about lmao muslim girlies are actually doing just fine and it's not even like that. bye,,,,1.19231E+18,https://twitter.com/polaroids_ljp/status/1192305408007913472
11/7/19 4:58,whackkat,AppleTV,8,13,266,this is SUCH a tired narrative. “muslim girl is oppressed until she falls in love with white boy” relax. i’m about to write my own movie so i don’t have to be put through seeing these stereotypical portrayals anymore.,,,,1.19231E+18,https://twitter.com/whackkat/status/1192305355776122880
11/7/19 4:57,jiminpanman,AppleTV,0,0,2,I am so sick of this narrative when is this gunna end,,,,1.19231E+18,https://twitter.com/jiminpanman/status/1192305138108551168
11/7/19 4:57,NoraTheExp1orer,AppleTV,0,0,6,My parents will put me on house arrest once they get ahold of this video. Why u gotta do this to us APPLE ,,,,1.19231E+18,https://twitter.com/NoraTheExp1orer/status/1192305136627896320
11/7/19 4:57,Einstonerrr,AppleTV,1,0,0,One of the year's best dramas because it displays hijab as the root of her problems* Fixed it for y'all.,,,,1.1923E+18,https://twitter.com/Einstonerrr/status/1192304949201375232
11/7/19 4:54,mo_saara,AppleTV,1,0,3,"Womp, yet another case of a young Muslim struggling with their faith and needing her white saviour boyfriend and friends to salvage her from religion. Wtf. This is not the representation we keep asking for . Next.",,,,1.1923E+18,https://twitter.com/mo_saara/status/1192304314850709504
11/7/19 4:49,akmaldaud_,AppleTV,0,0,0,stop with this portrayal of white people as heroes disqosteng yall not,,,,1.1923E+18,https://twitter.com/akmaldaud_/status/1192303090688352256
11/7/19 4:48,isranextdoor,AppleTV,0,0,0,@jadapsmith is not one i would think would support these false ass narratives let alone produce it,,@jadapsmith,,1.1923E+18,https://twitter.com/isranextdoor/status/1192302758138957824
11/7/19 4:47,lilmegido,AppleTV,0,0,1,Also why is this trailer implying we’re going to be seeing elements of yet another abusive poc home in film???,,,,1.1923E+18,https://twitter.com/lilmegido/status/1192302565725265921
11/7/19 4:46,koominimoni,AppleTV,0,0,0,I didn’t even watch 0.1 seconds of this and I know as a women who wears a hijab I HATE IT,,,,1.1923E+18,https://twitter.com/koominimoni/status/1192302347868934144
11/7/19 4:41,RodiNaHellcat,AppleTV,1,2,9,I told y’all Hollywood has an obsession where the main character is Muslim and going against all the rules,,,,1.1923E+18,https://twitter.com/RodiNaHellcat/status/1192301041141866496
11/7/19 4:41,yusrah_carrim,AppleTV,0,0,0,This is why I’m siding with android in the great Apple vs Android camera debate ,,,,1.1923E+18,https://twitter.com/yusrah_carrim/status/1192301031276843011
11/7/19 4:41,Sarahjabertooth,AppleTV,0,2,28,if you’re going to portray hijabis why don’t you show them: -excelling in their careers while wearing hijab -leaving gatherings to make their prayers -loving their religion or simply ask a hijabi instead of pushing your own narrative for views,,,,1.1923E+18,https://twitter.com/Sarahjabertooth/status/1192300900880130049
11/7/19 4:40,pianxtalib,AppleTV,0,2,1,poser,,,,1.1923E+18,https://twitter.com/pianxtalib/status/1192300839613784064
11/7/19 4:39,sabrinakhafif,AppleTV,0,0,0,r we surs,,,,1.1923E+18,https://twitter.com/sabrinakhafif/status/1192300614484672512
11/7/19 4:37,_themariamali,AppleTV,0,0,0,"i can tell you 100% that this is so far from the truth, like ME abandon ISLAM for a WHITE BOY who isn’t even MUSLIM.....",,,,1.1923E+18,https://twitter.com/_themariamali/status/1192300058739388416
11/7/19 4:37,Bearrroh,AppleTV,0,0,2,Tfehhhhhhhhhhhhh B3id n2isna,,,,1.1923E+18,https://twitter.com/Bearrroh/status/1192299909808037889
11/7/19 4:36,produceries,AppleTV,1,0,4,Why do yall think muslim girls find white boys cute. This kind of story is sickening and exhausting,,,,1.1923E+18,https://twitter.com/produceries/status/1192299802588925957
11/7/19 4:34,erivaldo_gelson,AppleTV,0,0,0,Mal posso esperar para ver.,,,,1.1923E+18,https://twitter.com/erivaldo_gelson/status/1192299133962457088
11/7/19 4:32,zvkiyyah,AppleTV,0,1,4,executive producer: jada pinkett smith.. I expected better from sis smh,,,,1.1923E+18,https://twitter.com/zvkiyyah/status/1192298882010681344
11/7/19 4:32,AbiaHashmi,AppleTV,0,0,0,What is this?,,,,1.1923E+18,https://twitter.com/AbiaHashmi/status/1192298772707061760
11/7/19 4:31,walker8701,tumza_45,0,0,0,,,,,1.1923E+18,https://twitter.com/walker8701/status/1192298577411883008
11/7/19 4:30,JudasAffiliated,AppleTV,0,0,0, ,,,,1.1923E+18,https://twitter.com/JudasAffiliated/status/1192298362592210944
11/7/19 4:30,aamszn,AppleTV,0,0,7,this is so ugly,,,,1.1923E+18,https://twitter.com/aamszn/status/1192298189610782722
11/7/19 4:28,izzatadnin,AppleTV,0,0,0,"On the last part, its said that it contains a sexual scene. Lmfao Apple really thought sex is a solution to liberate an ""oppressed"" girl",,,,1.1923E+18,https://twitter.com/izzatadnin/status/1192297692145176576
11/7/19 4:27,juveriasiff,AppleTV,0,0,1,"this ""muslims need to be saved"" (esp. muslim WOMEN) narrative is old and vile. sorry to burst your bubble of white fantasy, but we don't need you to ""save"" us.",,,,1.1923E+18,https://twitter.com/juveriasiff/status/1192297424703741953
11/7/19 4:27,ramiyeez,,0,0,0,https://twitter.com/AppleTV/status/1191762097740419077,,,,1.1923E+18,https://twitter.com/ramiyeez/status/1192297402423599104
11/7/19 4:26,dreamyonce3478,AppleTV,0,0,0,Wth is this mess.....,,,,1.1923E+18,https://twitter.com/dreamyonce3478/status/1192297161939140608
11/7/19 4:22,Neesa_4,AppleTV,0,0,0,I’m really upset Jada is a producer on this bullshit.,,,,1.1923E+18,https://twitter.com/Neesa_4/status/1192296170464456704
11/7/19 4:20,DivyNidhiSharma,AppleTV,2,0,3,Looks promising....,,,,1.1923E+18,https://twitter.com/DivyNidhiSharma/status/1192295697359335424
11/7/19 4:17,Suha_feez,AppleTV,0,0,8,I can’t believe our own people write this and let it pass ???,,,,1.1923E+18,https://twitter.com/Suha_feez/status/1192295072223711238
11/7/19 4:14,Azeeza_AAA,AppleTV,0,5,6,What in the name of wattpad is tgis ,,,,1.19229E+18,https://twitter.com/Azeeza_AAA/status/1192294215184797696
11/7/19 4:12,fendinaa,AppleTV,0,0,2,Déjà personne regarde apple tv et ils ont l’audace de sortir une série comme ça M D R,,,,1.19229E+18,https://twitter.com/fendinaa/status/1192293665848406016
11/7/19 4:08,Aqilahhhhhhhhhh,AppleTV,0,0,2,How much longer are y’all going to keep making movies with the same white saviour theme because it’s getting old at this point.,,,,1.19229E+18,https://twitter.com/Aqilahhhhhhhhhh/status/1192292782183862272
11/7/19 4:08,yara3998_,AppleTV,1,0,2,When will Western media stop making shit like this thinking it’s revolutionary and representative in any way shape or form lmao.,,,,1.19229E+18,https://twitter.com/yara3998_/status/1192292669629849600
11/7/19 4:06,adhuridastaan,AppleTV,1,8,18,just. because. we. wear. hijabs. does. NOT. mean. we. are. oppressed.,,,,1.19229E+18,https://twitter.com/adhuridastaan/status/1192292114664693765
11/7/19 4:05,AQUAlSHA,AppleTV,0,0,0,literally any media i’ve seen with hijabis is them falling for a white boy and the white boy “saving” them like i wanna be with some white ,,,,1.19229E+18,https://twitter.com/AQUAlSHA/status/1192292082167078912
11/7/19 4:05,crackerboyy,AppleTV,69,3052,15551,Said hi to a hijabi today & she told me “I ain’t Hala white boy” thanks a lot @AppleTV,,@AppleTV,,1.19229E+18,https://twitter.com/crackerboyy/status/1192292064328859648
11/7/19 4:04,adhuridastaan,AppleTV,0,0,0,WTFFFFFFFF.?????,,,,1.19229E+18,https://twitter.com/adhuridastaan/status/1192291772497629185
11/7/19 4:02,meeenaabdu,AppleTV,0,0,1,Why is every show that has a hijabi in it is like this? Im TIREDD,,,,1.19229E+18,https://twitter.com/meeenaabdu/status/1192291091510419456
11/7/19 4:01,MaryamJeffries,AppleTV,0,0,0,As much as I hate a white savior the part about being torn is some real shit every hijabi has gone through especially as a teenager,,,,1.19229E+18,https://twitter.com/MaryamJeffries/status/1192290940251193344
11/7/19 4:01,zainabalwaelyy,AppleTV,0,0,0,Wallah I couldn’t stop laughing when she kissed the white boy ,,,,1.19229E+18,https://twitter.com/zainabalwaelyy/status/1192290922840477696
11/7/19 4:00,mairanotmaria2,AppleTV,0,9,73,"I can’t believe the person who came up w this idea is a Muslim. Like imagine, in today’s current climate, thinking THIS is the representation we need",,,,1.19229E+18,https://twitter.com/mairanotmaria2/status/1192290824056426497
11/7/19 4:00,ulto_o,AppleTV,0,0,0,not jack smh i trusted him,,,,1.19229E+18,https://twitter.com/ulto_o/status/1192290654497525760
11/7/19 4:00,ixlxx_,AppleTV,0,0,1,someone with my last name really wrote this i’m so disappointed wtf,,,,1.19229E+18,https://twitter.com/ixlxx_/status/1192290636474593285
11/7/19 3:59,Naimah_Hamlet,AppleTV,1,0,0,Ah deddddddd uppppppppp ahhhh d same blasted narrative.,,,,1.19229E+18,https://twitter.com/Naimah_Hamlet/status/1192290511412965376
11/7/19 3:59,Naa_Cheese,AppleTV,2,2,23,Kya museebat Apple ne paala Ek taraf ruksaar doosri taraf Hala,,,,1.19229E+18,https://twitter.com/Naa_Cheese/status/1192290491175440384
11/7/19 3:59,SirDankThe2nd,AppleTV,0,0,0,"Why must it always motherfucking be, a motherfucking white guy, can’t you get a Latino, phillipino, Chinese American, Indian American, Malay American, black guy etc y’all have very fucking boring Writers.",,,,1.19229E+18,https://twitter.com/SirDankThe2nd/status/1192290332660006912
11/7/19 3:58,AlsalamAlekum,AppleTV,0,0,0,قصة أصبحت مستهلكة حتى الملل، لم تزل تصر عليها الميديا الغربية عن قصة فتاة مسلمة تظهر عادةً مضطهدة إما عاطفياً أو جسدياً حتى يأتي الفارس الأبيض لينقذها من قهر الأسرة والمجتمع.. ولكن يكون بالطبع المقصود بالإتهام في النهاية هو الإسلام! #الإسلاموفوبيا,,,,1.19229E+18,https://twitter.com/AlsalamAlekum/status/1192290275684687872
11/7/19 3:58,noors_nook,AppleTV,0,0,3,At this point this storyline isn’t even original anymore *yawn*,,,,1.19229E+18,https://twitter.com/noors_nook/status/1192290180285095937
11/7/19 3:57,chilljaehyun,AppleTV,0,1,6,the way they portray hijabis or any muslim women as oppressed like no it’s not cute it’s not something for u to even think about we are happy with the choices we make as muslim women were tired of the same of crap story lines and don’t need any saving from white men ,,,,1.19229E+18,https://twitter.com/chilljaehyun/status/1192289852999585856
11/7/19 3:56,icyfatuma,AppleTV,0,0,1,So they decided to cast the ugliest white boy in Hollywood???? Fuckin,,,,1.19229E+18,https://twitter.com/icyfatuma/status/1192289580667592705
11/7/19 3:55,ughdollface,AppleTV,0,6,133,imagine how tired we are,,,,1.19229E+18,https://twitter.com/ughdollface/status/1192289456495173632
11/7/19 3:53,jihopebby,AppleTV,0,0,0,"When we Muslim women said we wanted representation, we didn't mean with false sterotypes. We meant our strength and talents we have with our hijab. We don't need white men to save us. This is so offending and false.",,,,1.19229E+18,https://twitter.com/jihopebby/status/1192288896006205440
11/7/19 3:53,Iamkylahcollins,AppleTV,0,0,5,Whole time catch me in this movie!!!! We filmed this so long ago and it’s finally gonna show,,,,1.19229E+18,https://twitter.com/Iamkylahcollins/status/1192288838108012545
11/7/19 3:52,koyasmommy,AppleTV,1,0,0,"Fuck white men, fuck media play, we just want one show where a muslim women is presented as she is, faithfully choosing her religion and not chasing some white man to save her from her household, hear this not everyone hates their religion.",,,,1.19229E+18,https://twitter.com/koyasmommy/status/1192288787612798976
11/7/19 3:51,BazziSabah,AppleTV,0,0,0,This movie has triggered every Muslim on Twitter !!,,,,1.19229E+18,https://twitter.com/BazziSabah/status/1192288319419367424
11/7/19 3:50,prayfor_hope,AppleTV,0,0,1,Trust me. I don’t want no white boy. I’m perfectly fine loving my brown boys that are FINE AF. ,,,,1.19229E+18,https://twitter.com/prayfor_hope/status/1192288088271179776
11/7/19 3:50,flonugget,AppleTV,0,0,0,this is all kinds of confusing,,,,1.19229E+18,https://twitter.com/flonugget/status/1192288086601826305
11/7/19 3:48,YasMohammedxx,AppleTV,10,41,198,"Beautiful. I can totally relate to the cacophonous sound of the head and the heart disagreeing. Im sure many ppl can. This is a very real, very common experience when you are being brought up Muslim in the West. You want your freedom, but you do not want to have to pay the price.",,,,1.19229E+18,https://twitter.com/YasMohammedxx/status/1192287755838967808
11/7/19 3:47,desperatelydes,AppleTV,0,0,2,this looks like the Harry styles fan fic I wrote when I was 14 brought to life...in other words: a bad idea,,,,1.19229E+18,https://twitter.com/desperatelydes/status/1192287494596972544
11/7/19 3:46,ndhmnr,AppleTV,0,0,0,ew..,,,,1.19229E+18,https://twitter.com/ndhmnr/status/1192287301310640128
11/7/19 3:46,BooksBakesBio,AppleTV,3,10,24,Not even my mommy puts her scarf on to eat porridge in the morning in the privacy of her own home,,,,1.19229E+18,https://twitter.com/BooksBakesBio/status/1192287088097533952
11/7/19 3:45,queenraihaanah,AppleTV,0,0,0,What in the haram name is this. Y’all be thinkin we oppressed and shit. Y’all mad stoopid. Are y’all obsessed with us or something ?? Cause it’s gettin Mad creepy.,,,,1.19229E+18,https://twitter.com/queenraihaanah/status/1192286907884957702
11/7/19 3:44,shereengee,AppleTV,0,0,0,What is this bullshit? We don't need to be saved by a white a man. Or any whites. ,,,,1.19229E+18,https://twitter.com/shereengee/status/1192286787852525570
11/7/19 3:44,Erum_Sangji,AppleTV,0,0,0,Don't need a White guy as savior. We aren't confused. Can help ourselves. Do better???,,,,1.19229E+18,https://twitter.com/Erum_Sangji/status/1192286625100898304
11/7/19 3:41,hamzadawud,AppleTV,3,0,21,Why does every Western movie featuring a young Muslim woman as the central character have the exact same plot point?,,,,1.19229E+18,https://twitter.com/hamzadawud/status/1192285813859667968
11/7/19 3:39,ya_hanadi,AppleTV,0,1,3,When will the film industry stop seeing Muslim women as oppressed? ,,,,1.19229E+18,https://twitter.com/ya_hanadi/status/1192285412649099264
11/7/19 3:38,ShahadKhalladi,AppleTV,1,0,7,"When I asked Siri to show me more representation in TV, I didn’t mean the same tired out plot of the Muslim girl at the cross road of cute white boy and conservative parents. Fix ur algorithm tnx.",,,,1.19229E+18,https://twitter.com/ShahadKhalladi/status/1192285287210274816
11/7/19 3:36,isabbA_ayinaH,AppleTV,1,0,1,I LOVE SOME GOOD REPRESENTATION!!!!!! so excited to watch this,,,,1.19228E+18,https://twitter.com/isabbA_ayinaH/status/1192284759499689985
11/7/19 3:35,whomshake,AppleTV,2,0,3,first of all: this is... weird second of all: this is just a fancy glorifed version of naomi scotts plot line in lemonade mouth,,,,1.19228E+18,https://twitter.com/whomshake/status/1192284449314095105
11/7/19 3:35,dearpeterpannnn,AppleTV,0,0,0,This isnt a representation of muslim girls' modern struggle...,,,,1.19228E+18,https://twitter.com/dearpeterpannnn/status/1192284297136234496
11/7/19 3:32,orcalov,AppleTV,3,1,9,After coming across a few tweets from the writer herself... I think I may have spoken to soon. I’m into it ...potentially idk I’ll have to watch it to find out!,,,,1.19228E+18,https://twitter.com/orcalov/status/1192283536826470400
11/7/19 3:32,khanman15,AppleTV,1,0,0,I’m all for this right here,,,,1.19228E+18,https://twitter.com/khanman15/status/1192283533672427521
11/7/19 3:29,marzbazz,AppleTV,1,0,0,"no real-life hijabis were consulted in the construction and continuance of this narrative. dear god please stop. if you’re going to rep muslim women, rep the majority which are some badass mofos not facing an identity crisis over some boy and strict parents in a liberal society",,,,1.19228E+18,https://twitter.com/marzbazz/status/1192282876571791361
11/7/19 3:27,moorahaabed,AppleTV,1,0,13,she’s still wearing pattern scarves AND she risked it all for a white boy they really did make her oppressed,,,,1.19228E+18,https://twitter.com/moorahaabed/status/1192282478498713601
11/7/19 3:26,xhxwwa,,0,0,0,Uh https://twitter.com/AppleTV/status/1191762097740419077,,,,1.19228E+18,https://twitter.com/xhxwwa/status/1192282211371888640
